AccountId,Identity,free,reserved,miscFrozen
2EVrvMHqtxaP6oHsMB4uEK27LAjDRWV8LrSLwxbh8ZKaErbM,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201349061,0,101558771
2EffQJ3cr3tW2ZcaL1Xt817zpFEubBqgGdFVyn7nUycRPMw5,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201387046,0,101596756
2F2s24e2wHYFq4E4wU8KjZKtNnAjw7MsdYfGYwxKWLP5fSxG,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201397526,0,101607236
2FAKvvHusYWFkAy7KwrM5pjhu5PxrAtW1xXRi7ftQcwsfnfq,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,1015501354,0,515711064
2FMmNASmwinQNVKxTWNDSNcrrgmjo8XsN5ZxWCH8nD3f8Djz,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,2020246802,0,1020456512
2FPYCuWKJCHW9bpUH91rMAo1qnUPJT9tFLWQp8qmGYuEv5M5,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,3052820315,0,2553127456
2FS17749ZEagUu7wAaCndCjpnm6kKsJPReK3FPskksub1G2j,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,1014871132,0,515080842
2FSveUxo2kikZrSm1VoiuWmg35QKtZReWXFZePwz6cECEaX3,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,1007386214,0,507595924
2FZyqShvpwKw9oGwf8nEYgSAuSVncpSZhzQK7rHvMoDw2nkx,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201397526,0,101607236
2Fag4VBp4yDZkX5UMWhX45K7cJUwCPgX7vjDoWQdYQhBe75f,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,1009555759,0,509765469
2Fb2v7JFkabVxNmiG48vSEKHP4rEUBZwyagNtamKFZu5gMtv,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,1008885113,0,509094823
2Fm9e5z57zeECT5vP4aeuu1g3yMRFHUzs42HZQnfcJzMmobx,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201424083,0,101633793
2FrK5cCbEFLDG6XbN8AuG5EuodUfaexqZGVAH2MwCvBsiz9L,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,4999786990,0,2500000000
2FvqXjJpFoyWZ7A4KmfRp11aSkZEQrkqVXB4WJwUzjYXiZ2C,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,202395729,0,100000000
2GDjKhCX8DwWZNJaw6jqvgFJcqrpiWrq2os9EXybRLdEZvau,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,1009659457,0,509869167
2GJWv2yQvnkLkesngdiQpqpateYZsVSRivifEirfmWUURC7A,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201387046,0,101596756
2GcXAWQXy5naSo3sWiTgjzKymWafmixGk5fRA1H6LRJdXG8L,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,199787090,0,100000000
2GhSiwa61mHcPwGRtPURFTSCTBWNztvx7ejSZxRb6kgsJBbS,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201424083,0,101633793
2GihGpT2Hwtc1xDNeeBQ3Ft8b6C94A4DXmUMn4TKV1TQEuKP,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,199787090,0,100000000
2GkbkALkVQYJHxgFmdTNuFWmdGkbSmWRg5w4EFPctmwxWFK9,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,1015669684,0,514240705
2H2BxT4uhJEow3D86iiYvo81Ms7EkU15SseYbQUgeSfcnNZK,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,1014513389,0,514723099
2H7DfmYFNdXfA2U83ZpH6hfuX8AmPzq9kCE65DjhEtP9dcwB,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,1009566621,0,509776331
2H82kiRujfA74EbGfiYdcUnXaM7FgHagiegSHqatGM4riYRn,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201440963,0,101650673
2HPQbFDZNRzeKAkG2k82iPA1PdBDQV89kEPD5P412ewwJtxC,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,1009219746,0,509429456
2Ha9nKCuaXJSGMtXg6gC8YgzHQ93BAmgcAGtRucyuBJ5xJju,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,100667402,0,50974543
2Hcrie22GdmhrQsJMdJ6CZ9K1Y6vj4AyhmoHhM2k14m4tL1m,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201440963,0,101650673
2HqPHDaqgqboBJUXtjTYncy9za5EGbbYrxaDGzu1DRpAfdQW,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201424083,0,101633793
2HvpYxkCGMxNron8d4Zz9zmvvEDhN7vJJPx7y561nk3wDnE6,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201518829,0,101728539
2Hyi4yadrmBiFiJ8gdbDKVXTjzFtaQtyaN3iLvCdpjh6i2K4,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201425661,0,100000000
2J6rv4XMVvFmEB8TYosawCxusYwh8krorYNshzYLBbdvoow5,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,201397526,0,101607236
2G7QXdmfi3nTu6xm5XBejEKrCBvuuBnWScRSsUbHcBEisUkD,0x1fc4cf676fcdc9ec6af9922b0dd88e29fc44462e8c0e651fa7c207bee3dff71d,49807686963,0,41073953635
2Cgs1hGqcwRXaT68cszXmsETTrz9MWNbmDrp8p3sNmivmh2X,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,1200687722,0,600000000
2CoxspAP6TfjZt9SpxW471qQAYxp3uHEU1ChMkLnUX9JtqGA,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,16181271051,0,10181635068
2Cu9N2K9LhYVDXfqPuBCvPQo5PsBPpC27rfjFuTPZArJHKnK,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,1199681911,0,600000000
2DMbdUAB8aeFaHnXqnD5oAGnummjf4hC8HZkqiCrqWqU2VK3,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,50194731,0,25404441
2EMGsAaitWmH4MohwWgBm8kHPRiKcn4Pz68mTHskZoCesanV,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,2528654754,0,1278871576
2EpTTgAp1MauAe1vaqTWPa9BwLYkQPvg3nJNgLyUUnbyzQSp,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,100547557,0,50862446
2EwPrrWQJTxNrmZr2xHd9y2JRXj8Do4Mmsvkbmy5Mgnk4xrc,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,119829008,0,60000000
2F5gQRJxCGViAQBo9F6Mtta7p1nEHgdZGfCNPhg57dZ7QotL,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,119681911,0,60000000
2FJDbwFZdJMc9dt2No1z9aMuidg62bPtg9PXA75zqgorJ317,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,119681911,0,60000000
2Fb88P3RBGv5bCxvTxHEKpXy3u9XARq4mF9VtvAjetMdSeua,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,2546701502,0,1279717863
2FmYF13uR1ARNdQ3K3KRaqC9cxh8xcapEMXK1gdh2fS2dq3h,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,119681911,0,60000000
2FtzbXTJSCpsnQUC1gdfNswm79KT4HGnPUupCC5hahVgJ94k,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,6056786268,0,3057003090
2G5SpoxT9AZwFmpjdZcfHrN1K1XhFZmYL6YXUxVFR8nKzdv1,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,100503647,0,50875246
2GVYvEY8MgFJLU6zGAD9f7yUSzzttPEmrZHcuDGo72djxq4C,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,119681911,0,60000000
2HykTCYohcfWzQwfnoRLSNbh9gnzKryhGGQsSHuWQnALAaHL,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,2499786990,0,1250000000
2FXn96B2QwqdLVAXxUWmyPZLFXSB9114dhH7NTeWxni8F5XA,0x73a2df8f5335e9a93352c8f372869e473591c05737d5bb083a1cdd2daf145495,61664299791,0,50399123219
2CxtQRo5PDzotgeZSeueZ3fXqaKUM1CAjvMKxRZBxPp4ZWRM,0x7bfbfd3580b6d235802cdeff51d675d347bfb9a8bb8232542784f33af84f3c72,500000000,0,0
2EiWZjWgspa4mMserXNprsrnCVXB6iXSJoFZwJY8Vo7kKzib,0x7bfbfd3580b6d235802cdeff51d675d347bfb9a8bb8232542784f33af84f3c72,97116789027,0,50619388075
2EGqEMEhiPDxxMwnb9y8QLNMo4erdqQCRHH6SPzKz1Dc5mj2,0xe3f9d9c50b7d8812dc73da70aa08f9064ff84f0c56c5b60cc6a556b69f7ed19b,10000000,0,0
2EWEANYhbJorgXoYD32w6w7AeL3uqPe1CPtkxW8xa9mDJmzA,0xe3f9d9c50b7d8812dc73da70aa08f9064ff84f0c56c5b60cc6a556b69f7ed19b,96988839789,0,10058127
2DzRVkoiZ4WM8RUb2Sg4fNCHS78jgPGwDiVcK1DfdibKV2qj,0x1597619154961676aa46226cad0bd498c9db68aaebf757955164cc5aa88656eb,100000000,0,0
2DYe2a8K6HZBsKdtQcojCynxKscDQoVAMPfx3YW5SzRcLpqF,0x1597619154961676aa46226cad0bd498c9db68aaebf757955164cc5aa88656eb,97815555440,0,40916977550
2ExBnZnx6M8ysPKev2vGnF4RACYhQ5LwTLDrBwGVAxuX94P7,0x55f5f3241b8dbf7ecf35acb4d2e447fe688697eb930b02e91a83dd80d09a0a4c,100613915,0,50823625
2Dv7kao78eDBNUJsWGQCMoPrM5TLYY1teoZqMkrJn37BudNa,0x55f5f3241b8dbf7ecf35acb4d2e447fe688697eb930b02e91a83dd80d09a0a4c,97708388363,0,50772685147
2F8sTjZjpSbG4d2okjyGNVrEAUQyH5zcTyAxg7z6gMiZb1xJ,0xb98f5f39edd6bb7367491b9acaab7aa8c0f4726768f2edab253da5d34ae56ccc,10069009940,0,5069219850
2FGgGpjsRXAsm6ggztSM76bmxihcSYzY43s5DTa4riWVpCSp,0xb98f5f39edd6bb7367491b9acaab7aa8c0f4726768f2edab253da5d34ae56ccc,5075599615,0,2575809425
2Hr42mVAuiYejqqa2pyCmxCEgi7GxFgGJdXxtDYePQj7js8A,0xb98f5f39edd6bb7367491b9acaab7aa8c0f4726768f2edab253da5d34ae56ccc,5051732350,0,2551949172
2F8cjDavL2Pcq9nRH1r9Mq8ocAzA8J71YSvpo6MtwYtCbwjU,0xb98f5f39edd6bb7367491b9acaab7aa8c0f4726768f2edab253da5d34ae56ccc,77621224940,0,45622819139
2HfLZ4YRtgPfdKaUbCmamJ9bAXHuFhcbC6NzobtmUtbAP8Zj,0x6c2b9a204716f5f324c7e79d66da2e7292700971c87daad2ccb8274db9bbb87d,100000000000,0,0
2EFpDAhgGEbT9eFSB9rEfNxgZmpLw5tjHefiifqehHr51dow,0xc7fea45a8bf1cfea2aec0f7f47c039a112ad7326b4fdfe7318509b36a1d4faa9,98033598739,0,51035344966
2JCu1jQopDsRSE3hteEAaSUvzeA3cLHc1TiS5dPt2LWUJMip,0x82606a8b4a2ca1773efca7b99f30d625e36e58cbf718eeb1a547cf556bb46846,1000000000,0,0
2Ht3v74uGwAkamYXJEC28au8V6xrw55t95n63Uzz9txKJe3v,0x82606a8b4a2ca1773efca7b99f30d625e36e58cbf718eeb1a547cf556bb46846,96977413148,0,40382966127
2J4jwEpDN5uW5rdZcqYj3aE23ZogR4d6VAJdUk4YPWJzeyhJ,0xde99abc1425ff2af69068838f25da037e16b222936fbdb82545c5f516826586b,100588776113,0,50588494691
2CnFdkZ65g3nSSAQvqSrdiYJjW2LCpRmYRjRNvXwpjeoMZhT,0xbda4a5959d2f4697ee7c40335c30754283c15b0283a337086022a7346ce39b1f,1175616286,0,0
2CxtfYjfYjgZiWEu9857omg4AuvzCiFRGiKgLRAhLkHtDSFD,0xbda4a5959d2f4697ee7c40335c30754283c15b0283a337086022a7346ce39b1f,95997492404,0,10000000000
2J24LwNQcfbe5YKjxV3cq9ughSMj9SrFfJgcPsscBbLo71jG,0x89f59b0f767e1aed12fe4e7eff2577274243ea83f5a53beff713cced56f6cccd,0,0,0
2DZ34LjkRnndq4iV8v5HUcXcpyD2zHSC49BrLuCvHn4zLiUg,0x89f59b0f767e1aed12fe4e7eff2577274243ea83f5a53beff713cced56f6cccd,94450954749,0,20453102268
2E8gruAC5TYNuFfDrDhaMW1JP6B8cJBuCPqwrxmsdX3tTbc4,0x4edbf8d2fe7be80a1fbcad833746f2e0c6f627fdd3dbed0f6e291a249487d60a,6061159807,0,3061369617
2DBErcEZunFXHF9TjRuYAe867EcLvgy2v5vdvdJQQhtX6eSN,0x4edbf8d2fe7be80a1fbcad833746f2e0c6f627fdd3dbed0f6e291a249487d60a,91940423458,0,50047336966
2EcyRzi5WGWwSpxeKnBkPmVeT2Wm6e6kd3QbMWBdtRErwCPU,0x9dfd00605db007e092c577547ce205325b3fd58b01c479791e5fe7028bfad908,1457716184,0,0
2G7z6LJQLFZAcSpU6Ucmrx2Ec2skFaxo1yrdyAD5eLVES7ZY,0x9dfd00605db007e092c577547ce205325b3fd58b01c479791e5fe7028bfad908,95998869449,0,49499842416
2GesX5eB7zHBkfNByoxrz1yKjcJ7kdKDnYJhJtTeu75X1jeH,0x15c44f071280036abe8c3b26938d866acc3f1673782968311bc2a3eff58a5f67,100000000,0,0
2GwA1tqQToUqgTFkboWzLjDrMaoLeN5fakumy5pi71v6axHo,0x15c44f071280036abe8c3b26938d866acc3f1673782968311bc2a3eff58a5f67,94053935312,0,50000000000
2HRprhD9w5yre39kUStbPCCe8qC7ZwgMcQArxCjysnz9MsMN,0x9c1ea987434a7f1762816f3f2ec468a817eab796445e52cd6f4c847afac31c74,0,0,0
2HPrKCBBB2CS1iL6KUQuKwwegoJEfZVPqA8zQhJgTmRdnrFN,0x9c1ea987434a7f1762816f3f2ec468a817eab796445e52cd6f4c847afac31c74,97127677083,0,50632353975
2GowNUmNKK3ATxXLbGkmnb1H1nsLpC2aFpwXLgMMEpjBFCzc,0x8f06c1ce226ea06adf27c6b34bae52148e4f18bac958347614f725d615081848,999000000,0,0
2G8Q9AjEQEg66g7uk2eQWAVqVWZy3aMpCbDHNEr7pDQGqLag,0x8f06c1ce226ea06adf27c6b34bae52148e4f18bac958347614f725d615081848,96633142491,0,50634683975
2FYHtkv2PqZ8oR8MjiZxKLDDeWdAV1cHoNgLxivjAdg4qdSt,0x1518d112e8556c5ab71d56320d627856fc2ecf94fcd50bcc828cf7a6011a400e,1000000000,0,0
2H2GjfsbKbFhjcBoaVGnM9oVhB7TYWZ8UNS7HGpk2dxa7CoJ,0x1518d112e8556c5ab71d56320d627856fc2ecf94fcd50bcc828cf7a6011a400e,99688389560,0,50689023083
2GnkpH11AVdnPWXmRgxfkNsjFrhkeCyW2NEmNPWDoLhZs8sg,0xab4a5b266807a37214f5c4749a3896a46d61903065c369fb1e87b1cc5c8b5cf7,0,0,0
2CgyJMzxNaoSSAmYF3wg2ipu9rCMrAmoGV4QQFi8JpKn2x5G,0xab4a5b266807a37214f5c4749a3896a46d61903065c369fb1e87b1cc5c8b5cf7,93657164908,0,49660055507
2CjJbyZ19FFqdEpGMVnyup2tGzvh2GgNXX2EEpAVNJuwDiqs,0xb0784fce571b6b491169e920510b4a1077ebb2d2452a3335ca9671e62611d1cc,18499799006,0,0
2DdWMGS7pZ8knNFX6CviyjDMfKnqA2tCD3xTKVpX8QKHj8DW,0xb0784fce571b6b491169e920510b4a1077ebb2d2452a3335ca9671e62611d1cc,79235448235,0,50736807171
2Dwx2TxyjW2TKuRSTKkyAofnRQZEPnRU8ByaNsrAt1dgRg8x,0x7d5670e18adefb9653f20c058e94b3f8906a0044e58c51ff0f04973a7e2a4304,777000000,0,0
2DVTQJu9iPEctBAM6C8eH4Fzs3BAtbLnAvHAVdsokGsUhRoy,0x7d5670e18adefb9653f20c058e94b3f8906a0044e58c51ff0f04973a7e2a4304,100053953786,0,50831610798
2EcvZWp7NzNzy4h6Wuj1vCdFS6vRNDSZJxdvdwb9ZhMz7QTd,0xa6421158fb91ace88b69159352b2a34d64bc1c15cf3c9965b9d8d8bccbe0c290,45099783384,0,20000000000
2Gk5yBPhML2Jqbaeb32gAaQY7wBnB3krKzRDEC3sFTG48EJ9,0xa6421158fb91ace88b69159352b2a34d64bc1c15cf3c9965b9d8d8bccbe0c290,53332493249,0,49006010456
2HHzYBQevvywYQusj2AUuyWhMWrKNgjAy8pz8BFg6dCnWDZa,0x1f9715f82032fba4f7904df899d26fac197abe82c2cfe19c5a6a601998c48f87,1000000000,0,0
2DkymNUekxvN8ZAYBmyMtvXmh4Aztwbnu36xSmHmP8jLsKAm,0x1f9715f82032fba4f7904df899d26fac197abe82c2cfe19c5a6a601998c48f87,96004685376,0,10005627373
2Edpuod1r8PcDjH8evxawX863QV2cLME4cr2GBhcGfL9waAg,0x49ecedff3f34198430ae1a2cec29afdc6f6f299dc9486fe86321a2ca938d064a,503598665,0,253906542
2EAaP1efitpRy4DTckwoCey8kasdnrRvVTf546ck9NDprZyc,0x49ecedff3f34198430ae1a2cec29afdc6f6f299dc9486fe86321a2ca938d064a,97919047625,0,50920269396
2DrNrPbY72N7D8HqhqFxgGRFrVzceCPHMUboeqWquJTw4To6,0xc520558951d51acb3eca6501e30885da1c872aa53640d74deac6ff7ce93202bc,2500000000,0,0
2FQRKjjYgHq6MFLddb58QV1dcd8RKbwWQhCfWpkwthKvSBQe,0xc520558951d51acb3eca6501e30885da1c872aa53640d74deac6ff7ce93202bc,95273770849,0,50775101308
2EQ5o4b2p2dNYSicrGiTdApzUsVMS7iY2hFgsu8a71yHChfY,0xa3e9f7bc63db1b7d2ad9fe967fec665f1305133c094ad3c3251c0e9eb5530cd0,101317633,0,51527343
